itemno	noun	adjective	stimtype	encoding_version_noun	encoding_version_adjective	repeat_enc.thisRepN	repeat_enc.thisTrialN	repeat_enc.thisN	repeat_enc.thisIndex	enc_practice_loop.thisRepN	enc_practice_loop.thisTrialN	enc_practice_loop.thisN	enc_practice_loop.thisIndex	break_loop.thisRepN	break_loop.thisTrialN	break_loop.thisN	break_loop.thisIndex	enc_loop.thisRepN	enc_loop.thisTrialN	enc_loop.thisN	enc_loop.thisIndex	level_loop.thisRepN	level_loop.thisTrialN	level_loop.thisN	level_loop.thisIndex	practiceRepeat.thisRepN	practiceRepeat.thisTrialN	practiceRepeat.thisN	practiceRepeat.thisIndex	practice_loop.thisRepN	practice_loop.thisTrialN	practice_loop.thisN	practice_loop.thisIndex	blokk_loop.thisRepN	blokk_loop.thisTrialN	blokk_loop.thisN	blokk_loop.thisIndex	trial_loop.thisRepN	trial_loop.thisTrialN	trial_loop.thisN	trial_loop.thisIndex	repeat_rec_pract.thisRepN	repeat_rec_pract.thisTrialN	repeat_rec_pract.thisN	repeat_rec_pract.thisIndex	test_pract_loop.thisRepN	test_pract_loop.thisTrialN	test_pract_loop.thisN	test_pract_loop.thisIndex	test_loop.thisRepN	test_loop.thisTrialN	test_loop.thisN	test_loop.thisIndex	exp_intro.started	exp_intro.stopped	exp_intro_cont.started	exp_intro_cont.stopped	exp_continue.keys	exp_continue.rt	exp_continue.started	exp_continue.stopped	enc_instr_text.started	enc_instr_text.stopped	enc_instr_cont_text.started	enc_instr_cont_text.stopped	enc_instr_cont_key.keys	enc_instr_cont_key.rt	enc_instr_cont_key.started	enc_instr_cont_key.stopped	newspaper.started	newspaper.stopped	editor.started	editor.stopped	enc_pract_start_text.started	enc_pract_start_text.stopped	key_resp_5.keys	key_resp_5.rt	key_resp_5.started	key_resp_5.stopped	fx_cross.started	fx_cross.stopped	megfelelõ_v.started	megfelelõ_v.stopped	nemmegf_v.started	nemmegf_v.stopped	enc_cross_resp.keys	enc_cross_resp.started	enc_cross_resp.stopped	word_pair_text.started	word_pair_text.stopped	enc_keys.keys	enc_keys.started	enc_keys.stopped	megfelelõ_válasz.started	megfelelõ_válasz.stopped	nemmegfelelõ_válasz.started	nemmegfelelõ_válasz.stopped	enc_feedback_text.started	enc_feedback_text.stopped	enc_cross_resp.rt	enc_keys.rt	enc_repeat_button.keys	enc_repeat_button.rt	enc_repeat_button.started	enc_repeat_button.stopped	repeat_text_for_enc.started	repeat_text_for_enc.stopped	enc_pract_endtext.started	enc_pract_endtext.stopped	enc_pract_cont_text.started	enc_pract_cont_text.stopped	end_enc_pract_key.keys	end_enc_pract_key.rt	end_enc_pract_key.started	end_enc_pract_key.stopped	end_enc_text.started	end_enc_text.stopped	end_enc_key.keys	end_enc_key.rt	end_enc_key.started	end_enc_key.stopped	instr_instr.started	instr_instr.stopped	instr_tovabb.keys	instr_tovabb.rt	instr_tovabb.started	instr_tovabb.stopped	sad_computer.started	sad_computer.stopped	warning.started	warning.stopped	lvl_instr_text.started	lvl_instr_text.stopped	key_resp_2.keys	key_resp_2.rt	key_resp_2.started	key_resp_2.stopped	pract_inst_text.started	pract_inst_text.stopped	pract_inst_key.keys	pract_inst_key.rt	pract_inst_key.started	pract_inst_key.stopped	pract_stim.started	pract_stim.stopped	pract_resp.keys	pract_resp.started	pract_resp.stopped	nback_feedback.started	nback_feedback.stopped	feladat_blokk	Betû	All_keys	All_RT	Answer_key	Answer RT	Response type	Correctness	pract_stim2.started	pract_stim2.stopped	feedback_2.started	feedback_2.stopped	repeat_pract_text.started	repeat_pract_text.stopped	repeat_practice_key.keys	repeat_practice_key.rt	repeat_practice_key.started	repeat_practice_key.stopped	pract_resp.rt	szunet_text.started	szunet_text.stopped	szunet_key.keys	szunet_key.rt	szunet_key.started	szunet_key.stopped	test_stim.started	test_stim.stopped	key_resp.keys	key_resp.started	key_resp.stopped	key_resp.rt	blokk_szun_text.started	blokk_szun_text.stopped	blokk_szun_resp.keys	blokk_szun_resp.rt	blokk_szun_resp.started	blokk_szun_resp.stopped	text_3.started	text_3.stopped	end_keys.keys	end_keys.rt	end_keys.started	end_keys.stopped	break_text.started	break_text.stopped	break_cont_text.started	break_cont_text.stopped	szun2_resp.keys	szun2_resp.rt	szun2_resp.started	szun2_resp.stopped	test_instr_text.started	test_instr_text.stopped	test_instr_cont_text.started	test_instr_cont_text.stopped	test_instr_cont_key.keys	test_instr_cont_key.rt	test_instr_cont_key.started	test_instr_cont_key.stopped	news_coffee.started	news_coffee.stopped	editorman.started	editorman.stopped	test2_inst.started	test2_inst.stopped	test2_space.started	test2_space.stopped	test2_resp.keys	test2_resp.rt	test2_resp.started	test2_resp.stopped	test_pract_start_text.started	test_pract_start_text.stopped	test_pract_begin.keys	test_pract_begin.rt	test_pract_begin.started	test_pract_begin.stopped	test_pract_words.started	test_pract_words.stopped	test_pract_keys.keys	test_pract_keys.started	test_pract_keys.stopped	régi_válasz.started	régi_válasz.stopped	uj_válasz.started	uj_válasz.stopped	confid_break_text.started	confid_break_text.stopped	confid_break_gombok.keys	confid_break_gombok.started	confid_break_gombok.stopped	konfidencia_kérdés.started	konfidencia_kérdés.stopped	confid_rate_keys.keys	confid_rate_keys.started	confid_rate_keys.stopped	test_pract_feedback_text.started	test_pract_feedback_text.stopped	feedback_button.keys	feedback_button.rt	feedback_button.started	feedback_button.stopped	test_pract_keys.rt	confid_rate_keys.rt	confid_break_gombok.rt	repeat_pract_rec_textbox.started	repeat_pract_rec_textbox.stopped	rec_pract_repeat_button.keys	rec_pract_repeat_button.rt	rec_pract_repeat_button.started	rec_pract_repeat_button.stopped	test_pract_end_text.started	test_pract_end_text.stopped	test_pract_end_cont_text.started	test_pract_end_cont_text.stopped	test_pract_end_key.keys	test_pract_end_key.rt	test_pract_end_key.started	test_pract_end_key.stopped	test_end_text.started	test_end_text.stopped	end_exp_text.started	end_exp_text.stopped	key_resp_3.keys	key_resp_3.rt	key_resp_3.started	key_resp_3.stopped	Résztvevõ kódja:	Lista száma:	date	expName	psychopyVersion	frameRate
100	zöldség	rendszeres	TARG																																															0	39	39	39																											4081.254382238287	None	4081.254382238287	None	4081.254382238287	None	None	4081.254382238287	None																																																																																																																																												4082.275163698301	None	2	4082.275163698301	None	4082.275163698301	None	4082.275163698301	None	4084.2838656625536	None	2	4084.2838656625536	None	4086.295984967175	None	2	4086.295984967175	None							1.283420612133341	1.5727755409607198	1.2617621135432273																							457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
40	kesztyû	harcias	CLOSE																																															0	40	40	40																											4087.896984355728	None	4087.896984355728	None	4087.896984355728	None	None	4087.896984355728	None																																																																																																																																												4088.921316266933	None	j	4088.921316266933	None	4088.921316266933	None	4088.921316266933	None	4090.9245249218948	None	None	4090.9245249218948	None	4092.9278153715422	None	j	4092.9278153715422	None							1.1824094053299632	0.4628480863466393																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
72	professzor	közgazdasági	TARG																																															0	41	41	41																											4093.4170700940304	None	4093.4170700940304	None	4093.4170700940304	None	None	4093.4170700940304	None																																																																																																																																												4094.446958759887	None	2	4094.446958759887	None	4094.446958759887	None	4094.446958759887	None	4096.46064304965	None	None	4096.46064304965	None	4098.465615733934	None	2	4098.465615733934	None							1.1319062899856362	0.5717862290039193																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
97	világítás	hangulatos	TARG																																															0	42	42	42																											4099.080654581776	None	4099.080654581776	None	4099.080654581776	None	None	4099.080654581776	None																																																																																																																																												4100.10347033586	None	2	4100.10347033586	None	4100.10347033586	None	4100.10347033586	None	4102.112591226003	None	None	4102.112591226003	None	4104.109249460249	None	2	4104.109249460249	None							1.231907347420929	0.5292019633052405																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
24	fejedelem	pártatlan	DISTANT																																															0	43	43	43																											4104.665622513887	None	4104.665622513887	None	4104.665622513887	None	None	4104.665622513887	None																																																																																																																																												4105.678531153215	None	2	4105.678531153215	None	4105.678531153215	None	4105.678531153215	None	4107.689848060836	None	None	4107.689848060836	None	4109.696588506544	None	2	4109.696588506544	None							1.618935449339915	0.8267948345455807																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
30	háziorvos	szomszédos	CLOSE																																															0	44	44	44																											4110.559742810001	None	4110.559742810001	None	4110.559742810001	None	None	4110.559742810001	None																																																																																																																																												4111.569566885999	None	2	4111.569566885999	None	4111.569566885999	None	4111.569566885999	None	4113.58247490332	None	None	4113.58247490332	None	4115.593849036144	None	2	4115.593849036144	None							1.288977055781288	0.8997112614742946																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
27	gázvezeték	szabadtéri	CLOSE																																															0	45	45	45																											4116.515457649308	None	4116.515457649308	None	4116.515457649308	None	None	4116.515457649308	None																																																																																																																																												4117.5297947418585	None	2	4117.5297947418585	None	4117.5297947418585	None	4117.5297947418585	None	4119.542206703685	None	None	4119.542206703685	None	4121.545770217141	None	2	4121.545770217141	None							1.4434272801445331	0.5085688534309156																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
64	napsütés	felhõtlen	TARG																																															0	46	46	46																											4122.089519824483	None	4122.089519824483	None	4122.089519824483	None	None	4122.089519824483	None																																																																																																																																												4123.109492978401	None	2	4123.109492978401	None	4123.109492978401	None	4123.109492978401	None	4125.126962218288	None	None	4125.126962218288	None	4127.126850566914	None	2	4127.126850566914	None							1.819665319606429	1.9283521689358167																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
60	mûanyag	felesleges	TARG																																															0	47	47	47																											4129.082353610749	None	4129.082353610749	None	4129.082353610749	None	None	4129.082353610749	None																																																																																																																																												4130.0942122918495	None	j	4130.0942122918495	None	4130.0942122918495	None	4130.0942122918495	None	4132.105437141523	None	None	4132.105437141523	None	4134.109792477742	None	j	4134.109792477742	None							1.6879618059028871	0.5587752685241867																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
38	kerékpár	intelligens	CLOSE																																															0	48	48	48																											4134.703425053303	None	4134.703425053303	None	4134.703425053303	None	None	4134.703425053303	None																																																																																																																																												4135.724703190848	None	2	4135.724703190848	None	4135.724703190848	None	4135.724703190848	None	4137.725687215687	None	None	4137.725687215687	None	4139.726002265379	None	j	4139.726002265379	None							1.3203479790245183	6.44197052528034																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
43	kolbász	tetemes	CLOSE																																															0	49	49	49																											4146.207735293574	None	4146.207735293574	None	4146.207735293574	None	None	4146.207735293574	None																																																																																																																																												4147.231782944757	None	None	4147.231782944757	None	4147.231782944757	None	4147.231782944757	None	4149.243301695649	None	j	4149.243301695649	None	4151.24376944956	None	j	4151.24376944956	None								1.4352919698576443	0.7617195056227501																							457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
86	választék	tetszetõs	FOIL																																															0	50	50	50																											4152.715574836562	None	4152.715574836562	None	4152.715574836562	None	None	4152.715574836562	None																																																																																																																																												4153.728943454655	None	None	4153.728943454655	None	4153.728943454655	None	4153.728943454655	None	4155.741538599337	None	None	4155.741538599337	None	4157.7431912883185	None	2	4157.7431912883185	None								0.8079689839214552																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
75	sütemény	születésnapi	TARG																																															0	51	51	51																											4158.586029397586	None	4158.586029397586	None	4158.586029397586	None	None	4158.586029397586	None																																																																																																																																												4159.605640539812	None	2	4159.605640539812	None	4159.605640539812	None	4159.605640539812	None	4161.609827932494	None	None	4161.609827932494	None	4163.6169111074705	None	j	4163.6169111074705	None							1.2134683889744338	1.9808283100719564																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
61	mûemlék	természeti	TARG																																															0	52	52	52																											4165.635729804926	None	4165.635729804926	None	4165.635729804926	None	None	4165.635729804926	None																																																																																																																																												4166.671535682079	None	2	4166.671535682079	None	4166.671535682079	None	4166.671535682079	None	4168.678147682105	None	None	4168.678147682105	None	4170.699963239022	None	j	4170.699963239022	None							1.637700653693173	0.8060534943942912																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
20	díszlet	császári	DISTANT																																															0	53	53	53																											4171.534650176676	None	4171.534650176676	None	4171.534650176676	None	None	4171.534650176676	None																																																																																																																																												4172.5522105415	None	None	4172.5522105415	None	4172.5522105415	None	4172.5522105415	None	4174.561174062284	None	2	4174.561174062284	None	4176.570832371799	None	2	4176.570832371799	None								0.9207925318623893	0.13940061567700468																							457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
29	hangszer	tipikus	CLOSE																																															0	54	54	54																											4177.517265530565	None	4177.517265530565	None	4177.517265530565	None	None	4177.517265530565	None																																																																																																																																												4178.531216663978	None	None	4178.531216663978	None	4178.531216663978	None	4178.531216663978	None	4180.539044699719	None	None	4180.539044699719	None	4182.543348097854	None	2	4182.543348097854	None								0.5301371601235587																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
91	tûzijáték	nagyszabású	TARG																																															0	55	55	55																											4183.09707790651	None	4183.09707790651	None	4183.09707790651	None	None	4183.09707790651	None																																																																																																																																												4184.113072353182	None	j	4184.113072353182	None	4184.113072353182	None	4184.113072353182	None	4186.131085232599	None	None	4186.131085232599	None	4188.131614565791	None	j	4188.131614565791	None							1.6565862175775692	0.9713373220874928																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
7	testmozgás	speciális	FOIL																																															0	56	56	56																											4189.14270972574	None	4189.14270972574	None	4189.14270972574	None	None	4189.14270972574	None																																																																																																																																												4190.180871788762	None	2	4190.180871788762	None	4190.180871788762	None	4190.180871788762	None	4192.187808479648	None	None	4192.187808479648	None	4194.191964460653	None	j	4194.191964460653	None							1.647565471532289	0.5465418245003093																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
81	színdarab	humoros	TARG																																															0	57	57	57																											4194.768269615335	None	4194.768269615335	None	4194.768269615335	None	None	4194.768269615335	None																																																																																																																																												4195.79552312239	None	2	4195.79552312239	None	4195.79552312239	None	4195.79552312239	None	4197.794543140655	None	None	4197.794543140655	None	4199.794432733324	None	j	4199.794432733324	None							1.3417996582575142	1.2859864164784085																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
55	menetrend	szokásos	TARG																																															0	58	58	58																											4201.1135889351135	None	4201.1135889351135	None	4201.1135889351135	None	None	4201.1135889351135	None																																																																																																																																												4202.151593628834	None	2	4202.151593628834	None	4202.151593628834	None	4202.151593628834	None	4204.1629453692	None	None	4204.1629453692	None	4206.180441044649	None	j	4206.180441044649	None							1.2420191045093816	2.072136422415497																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
37	képregény	félelmetes	CLOSE																																															0	59	59	59																											4208.2913167583465	None	4208.2913167583465	None	4208.2913167583465	None	None	4208.2913167583465	None																																																																																																																																												4209.327851634909	None	j	4209.327851634909	None	4209.327851634909	None	4209.327851634909	None	4211.339629765309	None	None	4211.339629765309	None	4213.3476297877205	None	j	4213.3476297877205	None							1.7294964243774302	1.2175537714792881																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
79	szemüveg	kényelmes	TARG																																															0	60	60	60																											4214.610897484148	None	4214.610897484148	None	4214.610897484148	None	None	4214.610897484148	None																																																																																																																																												4215.646957142657	None	2	4215.646957142657	None	4215.646957142657	None	4215.646957142657	None	4217.661766965233	None	None	4217.661766965233	None	4219.659433482826	None	j	4219.659433482826	None							1.6393847543513402	1.3167306614632253																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
1	akadály	beszélgetési	DISTANT																																															0	61	61	61																											4220.9977763029165	None	4220.9977763029165	None	4220.9977763029165	None	None	4220.9977763029165	None																																																																																																																																												4222.009866994922	None	None	4222.009866994922	None	4222.009866994922	None	4222.009866994922	None	4224.022854940937	None	j	4224.022854940937	None	4226.035406233685	None	j	4226.035406233685	None								0.8029602228780277	0.36430036270758137																							457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
69	ösztöndíj	tanulmányi	TARG																																															0	62	62	62																											4226.872893474647	None	4226.872893474647	None	4226.872893474647	None	None	4226.872893474647	None																																																																																																																																												4227.891663966089	None	2	4227.891663966089	None	4227.891663966089	None	4227.891663966089	None	4229.902737044555	None	None	4229.902737044555	None	4231.908531408233	None	j	4231.908531408233	None							1.1413506269454956	1.3919413839757908																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
4	állatkert	nyilvános	DISTANT																																															0	63	63	63																											4233.3374359248555	None	4233.3374359248555	None	4233.3374359248555	None	None	4233.3374359248555	None																																																																																																																																												4234.35924681669	None	2	4234.35924681669	None	4234.35924681669	None	4234.35924681669	None	4236.367046861851	None	None	4236.367046861851	None	4238.378155706072	None	j	4238.378155706072	None							1.6357431782234926	1.5330898566462565																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
70	kritika	érthetetlen	FOIL																																															0	64	64	64																											4239.942911631195	None	4239.942911631195	None	4239.942911631195	None	None	4239.942911631195	None																																																																																																																																												4240.963329213526	None	None	4240.963329213526	None	4240.963329213526	None	4240.963329213526	None	4242.972318236862	None	j	4242.972318236862	None	4244.98437751719	None	j	4244.98437751719	None								1.2205276164459065	0.1706518013670575																							457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
26	folyadék	optimális	CLOSE																																															0	65	65	65																											4246.238656501315	None	4246.238656501315	None	4246.238656501315	None	None	4246.238656501315	None																																																																																																																																												4247.258448649372	None	2	4247.258448649372	None	4247.258448649372	None	4247.258448649372	None	4249.27199049812	None	None	4249.27199049812	None	4251.274259291153	None	j	4251.274259291153	None							1.6423906329728197	0.49753309576772153																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
19	mellékutca	rendezetlen	FOIL																																															0	66	66	66																											4251.7963006388745	None	4251.7963006388745	None	4251.7963006388745	None	None	4251.7963006388745	None																																																																																																																																												4252.811037685897	None	2	4252.811037685897	None	4252.811037685897	None	4252.811037685897	None	4254.8355114161095	None	None	4254.8355114161095	None	4256.840845490049	None	j	4256.840845490049	None							1.646724509744672	0.7289381675363984																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
111	hirdetés	releváns	FOIL																																															0	67	67	67																											4257.59572658292	None	4257.59572658292	None	4257.59572658292	None	None	4257.59572658292	None																																																																																																																																												4258.611090619233	None	None	4258.611090619233	None	4258.611090619233	None	4258.611090619233	None	4260.634874847834	None	None	4260.634874847834	None	4262.6499773276155	None	2	4262.6499773276155	None								2.8658908504003193																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
86	távirat	udvarias	TARG																																															0	68	68	68																											4265.5502340946405	None	4265.5502340946405	None	4265.5502340946405	None	None	4265.5502340946405	None																																																																																																																																												4266.571143689391	None	2	4266.571143689391	None	4266.571143689391	None	4266.571143689391	None	4268.590557342453	None	None	4268.590557342453	None	4270.591977087519	None	j	4270.591977087519	None							1.142484556970885	0.7697388104570564																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
35	kapitány	szorgalmas	CLOSE																																															0	69	69	69																											4271.396877680469	None	4271.396877680469	None	4271.396877680469	None	None	4271.396877680469	None																																																																																																																																												4272.409604380955	None	2	4272.409604380955	None	4272.409604380955	None	4272.409604380955	None	4274.437295474287	None	None	4274.437295474287	None	4276.45368800938	None	j	4276.45368800938	None							1.4079672422958538	0.7617838839942124																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
96	adottság	pozitív	FOIL																																															0	70	70	70																											4277.258935685706	None	4277.258935685706	None	4277.258935685706	None	None	4277.258935685706	None																																																																																																																																												4278.295068119769	None	2	4278.295068119769	None	4278.295068119769	None	4278.295068119769	None	4280.306759168307	None	None	4280.306759168307	None	4282.3073727843	None	j	4282.3073727843	None							1.317383464280283	0.7542174048139714																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
59	mûalkotás	korabeli	TARG																																															0	71	71	71																											4283.095632036915	None	4283.095632036915	None	4283.095632036915	None	None	4283.095632036915	None																																																																																																																																												4284.109208718379	None	2	4284.109208718379	None	4284.109208718379	None	4284.109208718379	None	4286.121161012445	None	None	4286.121161012445	None	4288.122723198525	None	j	4288.122723198525	None							1.639186021144269	1.075618452130584																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
87	telefonszám	otthoni	TARG																																															0	72	72	72																											4289.240416176559	None	4289.240416176559	None	4289.240416176559	None	None	4289.240416176559	None																																																																																																																																												4290.260898137261	None	2	4290.260898137261	None	4290.260898137261	None	4290.260898137261	None	4292.265370722947	None	None	4292.265370722947	None	4294.272901747405	None	j	4294.272901747405	None							1.5174658188188914	0.4876247369684279																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
33	parancs	vitathatatlan	FOIL																																															0	73	73	73																											4294.787863341218	None	4294.787863341218	None	4294.787863341218	None	None	4294.787863341218	None																																																																																																																																												4295.822225525801	None	j	4295.822225525801	None	4295.822225525801	None	4295.822225525801	None	4297.844231107738	None	None	4297.844231107738	None	4299.868181724887	None	j	4299.868181724887	None							1.90257127804216	1.4031226927472744																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
21	díszterem	egyszeri	DISTANT																																															0	74	74	74																											4301.304371259757	None	4301.304371259757	None	4301.304371259757	None	None	4301.304371259757	None																																																																																																																																												4302.341138458258	None	2	4302.341138458258	None	4302.341138458258	None	4302.341138458258	None	4304.356343259191	None	None	4304.356343259191	None	4306.361302570207	None	j	4306.361302570207	None							1.6820623219828121	0.8119433370884508																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
70	pénztárca	ismeretlen	TARG																																															0	75	75	75																											4307.206791077595	None	4307.206791077595	None	4307.206791077595	None	None	4307.206791077595	None																																																																																																																																												4308.225722359435	None	2	4308.225722359435	None	4308.225722359435	None	4308.225722359435	None	4310.248457873851	None	None	4310.248457873851	None	4312.265896324068	None	j	4312.265896324068	None							1.5933775501616765	2.101398410013644																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
67	oroszlán	nyugodt	TARG																																															0	76	76	76																											4314.399271187169	None	4314.399271187169	None	4314.399271187169	None	None	4314.399271187169	None																																																																																																																																												4315.434599980217	None	2	4315.434599980217	None	4315.434599980217	None	4315.434599980217	None	4317.457231307402	None	None	4317.457231307402	None	4319.464154936024	None	j	4319.464154936024	None							1.4874770088354126	0.3970278966589831																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
18	diáklány	feltörekvõ	DISTANT																																															0	77	77	77																											4319.8919796377595	None	4319.8919796377595	None	4319.8919796377595	None	None	4319.8919796377595	None																																																																																																																																												4320.912969161203	None	2	4320.912969161203	None	4320.912969161203	None	4320.912969161203	None	4322.930997901945	None	None	4322.930997901945	None	4324.941421598662	None	j	4324.941421598662	None							1.7820325897773728	0.7696775421500206																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
89	ellenõr	közömbös	FOIL																																															0	78	78	78																											4325.756677466881	None	4325.756677466881	None	4325.756677466881	None	None	4325.756677466881	None																																																																																																																																												4326.776356097544	None	2	4326.776356097544	None	4326.776356097544	None	4326.776356097544	None	4328.781114498299	None	None	4328.781114498299	None	4330.801669234526	None	j	4330.801669234526	None							1.688601857458707	0.8893945510208141																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
22	egyenruha	méteres	DISTANT																																															0	79	79	79																											4331.721225515212	None	4331.721225515212	None	4331.721225515212	None	None	4331.721225515212	None																																																																																																																																												4332.740175768471	None	None	4332.740175768471	None	4332.740175768471	None	4332.740175768471	None	4334.756698926329	None	j	4334.756698926329	None	4336.758262667456	None	2	4336.758262667456	None								1.9477107738202903	0.1918139334593434																							457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
27	párbeszéd	kötetlen	FOIL																																															0	80	80	80																											4338.73673385859	None	4338.73673385859	None	4338.73673385859	None	None	4338.73673385859	None																																																																																																																																												4339.75470724015	None	2	4339.75470724015	None	4339.75470724015	None	4339.75470724015	None	4341.7776306025335	None	None	4341.7776306025335	None	4343.776909067266	None	j	4343.776909067266	None							1.7330574497464113	0.4298761012032628																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
2	albérlet	munkaügyi	DISTANT																																															0	81	81	81																											4344.233647429239	None	4344.233647429239	None	4344.233647429239	None	None	4344.233647429239	None																																																																																																																																												4345.245651661418	None	2	4345.245651661418	None	4345.245651661418	None	4345.245651661418	None	4347.2677710717835	None	None	4347.2677710717835	None	4349.282638430566	None	j	4349.282638430566	None							1.9752799525740556	0.9220804101496469																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
46	kommentár	tartalmas	CLOSE																																															0	82	82	82																											4350.232596849004	None	4350.232596849004	None	4350.232596849004	None	None	4350.232596849004	None																																																																																																																																												4351.251253201015	None	2	4351.251253201015	None	4351.251253201015	None	4351.251253201015	None	4353.257250652008	None	j	4353.257250652008	None	4355.259469995013	None	j	4355.259469995013	None							1.2255534828582313	0.6111870312597603	1.6013551800861023																							457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
79	szivárgás	fokozatos	FOIL																																															0	83	83	83																											4355.897338903247	None	4355.897338903247	None	4355.897338903247	None	None	4355.897338903247	None																																																																																																																																												4356.912522555736	None	2	4356.912522555736	None	4356.912522555736	None	4356.912522555736	None	4358.922493115853	None	None	4358.922493115853	None	4360.924641860358	None	j	4360.924641860358	None							1.8129883192304987	0.6138927885622252																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
56	észrevétel	lényegtelen	FOIL																																															0	84	84	84																											4361.563395271311	None	4361.563395271311	None	4361.563395271311	None	None	4361.563395271311	None																																																																																																																																												4362.583894959389	None	j	4362.583894959389	None	4362.583894959389	None	4362.583894959389	None	4364.589564298425	None	None	4364.589564298425	None	4366.591425672843	None	j	4366.591425672843	None							1.4162331753177568	0.7736478522128891																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
23	étterem	egyházi	DISTANT																																															0	85	85	85																											4367.396125355561	None	4367.396125355561	None	4367.396125355561	None	None	4367.396125355561	None																																																																																																																																												4368.419243408047	None	2	4368.419243408047	None	4368.419243408047	None	4368.419243408047	None	4370.429658396577	None	None	4370.429658396577	None	4372.429458730359	None	j	4372.429458730359	None							1.418201535998378	1.0399559490033425																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
92	újságcikk	botrányos	TARG																																															0	86	86	86																											4373.493898050801	None	4373.493898050801	None	4373.493898050801	None	None	4373.493898050801	None																																																																																																																																												4374.532673729816	None	None	4374.532673729816	None	4374.532673729816	None	4374.532673729816	None	4376.555427904619	None	j	4376.555427904619	None	4378.557716913085	None	j	4378.557716913085	None								0.7357653841027059	0.21992799575673416																							457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
45	kolostor	reneszánsz	CLOSE																																															0	87	87	87																											4379.329844565131	None	4379.329844565131	None	4379.329844565131	None	None	4379.329844565131	None																																																																																																																																												4380.361304747261	None	2	4380.361304747261	None	4380.361304747261	None	4380.361304747261	None	4382.388960074837	None	None	4382.388960074837	None	4384.397135815932	None	j	4384.397135815932	None							1.3240200337895658	0.4696889872138854																								457887	21	2022_May_19_1437	encoding_smst	2021.01.02	52.294448479252964
